ref_id_general_group,original_index_general_group,temperature_general_group,gamma_general_group,ref_id_group_0,original_index_group_0,temperature_group_0,gamma_group_0,ref_id_group_1,original_index_group_1,temperature_group_1,gamma_group_1,ref_id_group_2,original_index_group_2,temperature_group_2,gamma_group_2,ref_id_group_3,original_index_group_3,temperature_group_3,gamma_group_3,ref_id_group_4,original_index_group_4,temperature_group_4,gamma_group_4,ref_id_group_5,original_index_group_5,temperature_group_5,gamma_group_5,ref_id_seudo_group,original_index_seudo_group,temperature_seudo_group,gamma_seudo_group
"[148, 148, 148, 148, 148, 178, 178, 178, 178, 189, 189, 189, 210, 210]","[39500, 39501, 39502, 39503, 39504, 45500, 45501, 45502, 45503, 48045, 48046, 48047, 52512, 52513]","[303.15, 313.15, 323.15, 333.15, 343.15, 303.35, 312.55, 322.55, 332.55, 303.0, 323.0, 343.0, 298.0, 323.0]","[32.4, 30.2, 28.3, 26.9, 24.6, 62.5, 48.4, 42.7, 35.3, 44.9, 38.4, 32.8, 30.7, 24.7]","[178, 178, 178, 178]","[45500, 45501, 45502, 45503]","[303.35, 312.55, 322.55, 332.55]","[62.5, 48.4, 42.7, 35.3]","[148, 148, 148, 148, 148]","[39500, 39501, 39502, 39503, 39504]","[303.15, 313.15, 323.15, 333.15, 343.15]","[32.4, 30.2, 28.3, 26.9, 24.6]","[189, 189, 189]","[48045, 48046, 48047]","[303.0, 323.0, 343.0]","[44.9, 38.4, 32.8]",,,,,,,,,,,,,"[210, 210]","[52512, 52513]","[298.0, 323.0]","[30.7, 24.7]"
"[120, 120, 120, 120, 120, 161, 161, 161, 161, 181, 181, 181, 181, 199]","[32935, 32936, 32937, 32938, 32939, 41188, 41189, 41190, 41191, 46020, 46021, 46022, 46023, 52796]","[303.15, 303.15, 303.15, 318.15, 318.15, 313.0, 323.0, 333.0, 343.0, 313.9, 323.3, 333.7, 344.1, 313.15]","[59.8, 59.9, 59.9, 50.7, 50.8, 58.5, 54.1, 49.4, 45.1, 58.5, 54.1, 49.4, 45.1, 48.1]","[120, 120, 120, 120, 120]","[32935, 32936, 32937, 32938, 32939]","[303.15, 303.15, 303.15, 318.15, 318.15]","[59.8, 59.9, 59.9, 50.7, 50.8]","[161, 161, 161, 161]","[41188, 41189, 41190, 41191]","[313.0, 323.0, 333.0, 343.0]","[58.5, 54.1, 49.4, 45.1]","[181, 181, 181, 181]","[46020, 46021, 46022, 46023]","[313.9, 323.3, 333.7, 344.1]","[58.5, 54.1, 49.4, 45.1]",,,,,,,,,,,,,[199],[52796],[313.15],[48.1]
"[3, 3, 3, 3, 3, 3, 166, 166, 166, 166, 166, 166, 166, 166]","[15100, 15101, 15102, 15103, 15104, 15105, 42428, 42429, 42430, 42431, 42432, 42433, 42434, 42435]","[301.95, 312.45, 322.95, 333.45, 343.95, 354.35, 303.15, 313.15, 323.15, 333.15, 303.15, 313.15, 323.15, 333.15]","[6.36, 6.18, 5.96, 5.69, 5.44, 5.26, 6.28, 6.12, 5.96, 5.86, 6.46, 6.28, 6.09, 5.96]","[3, 3, 3, 3, 3, 3]","[15100, 15101, 15102, 15103, 15104, 15105]","[301.95, 312.45, 322.95, 333.45, 343.95, 354.35]","[6.36, 6.18, 5.96, 5.69, 5.44, 5.26]","[166, 166, 166, 166, 166, 166, 166, 166]","[42428, 42429, 42430, 42431, 42432, 42433, 42434, 42435]","[303.15, 313.15, 323.15, 333.15, 303.15, 313.15, 323.15, 333.15]","[6.28, 6.12, 5.96, 5.86, 6.46, 6.28, 6.09, 5.96]",,,,,,,,,,,,,,,,,,,,
"[65, 65, 65, 65, 65, 65, 164, 164, 164, 164, 129, 129, 129, 129]","[14662, 14663, 14664, 14665, 14666, 14667, 41876, 41877, 41878, 41879, 42188, 42189, 42190, 42191]","[313.15, 323.15, 333.15, 343.15, 353.15, 363.15, 313.15, 323.15, 333.15, 343.15, 303.15, 313.15, 323.15, 333.15]","[3.637, 3.622, 3.613, 3.588, 3.572, 3.562, 12.01, 12.44, 13.56, 15.1, 3.5, 3.6, 3.6, 3.7]","[65, 65, 65, 65, 65, 65]","[14662, 14663, 14664, 14665, 14666, 14667]","[313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[3.637, 3.622, 3.613, 3.588, 3.572, 3.562]","[129, 129, 129, 129]","[42188, 42189, 42190, 42191]","[303.15, 313.15, 323.15, 333.15]","[3.5, 3.6, 3.6, 3.7]","[164, 164, 164, 164]","[41876, 41877, 41878, 41879]","[313.15, 323.15, 333.15, 343.15]","[12.01, 12.44, 13.56, 15.1]",,,,,,,,,,,,,,,,
"[9, 9, 9, 9, 9, 9, 9, 9, 25, 25, 25, 25, 25, 25]","[622, 623, 624, 625, 626, 627, 628, 629, 14236, 14237, 14238, 14239, 14240, 14241]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 368.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[0.737, 0.701, 0.669, 0.641, 0.617, 0.593, 0.571, 0.551, 0.675, 0.665, 0.654, 0.645, 0.63, 0.615]","[9, 9, 9, 9, 9, 9, 9, 9]","[622, 623, 624, 625, 626, 627, 628, 629]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 368.15]","[0.737, 0.701, 0.669, 0.641, 0.617, 0.593, 0.571, 0.551]","[25, 25, 25, 25, 25, 25]","[14236, 14237, 14238, 14239, 14240, 14241]","[313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[0.675, 0.665, 0.654, 0.645, 0.63, 0.615]",,,,,,,,,,,,,,,,,,,,
"[104, 104, 104, 104, 104, 104, 129, 129, 129, 129, 129, 129, 129, 129]","[30388, 30389, 30390, 30391, 30392, 30393, 42048, 42049, 42050, 42051, 42052, 42053, 42054, 42055]","[302.8, 313.3, 323.1, 333.0, 342.9, 353.0, 303.15, 313.15, 323.15, 333.15, 303.15, 313.15, 323.15, 333.15]","[29.0, 23.0, 19.0, 15.0, 11.8, 9.4, 54.0, 49.0, 45.0, 42.0, 52.0, 48.0, 44.0, 41.0]","[104, 104, 104, 104, 104, 104]","[30388, 30389, 30390, 30391, 30392, 30393]","[302.8, 313.3, 323.1, 333.0, 342.9, 353.0]","[29.0, 23.0, 19.0, 15.0, 11.8, 9.4]","[129, 129, 129, 129, 129, 129, 129, 129]","[42048, 42049, 42050, 42051, 42052, 42053, 42054, 42055]","[303.15, 313.15, 323.15, 333.15, 303.15, 313.15, 323.15, 333.15]","[54.0, 49.0, 45.0, 42.0, 52.0, 48.0, 44.0, 41.0]",,,,,,,,,,,,,,,,,,,,
"[9, 9, 9, 9, 9, 9, 9, 175, 175, 175, 175, 175, 175, 175]","[3381, 3382, 3383, 3384, 3385, 3386, 3387, 44924, 44925, 44926, 44927, 50943, 50944, 50945]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 303.45, 313.15, 323.15, 333.15, 313.15, 323.15, 333.18]","[13.7, 12.9, 12.0, 11.4, 10.7, 10.2, 9.73, 10.08, 9.69, 9.48, 9.18, 9.55, 9.34, 9.06]","[9, 9, 9, 9, 9, 9, 9]","[3381, 3382, 3383, 3384, 3385, 3386, 3387]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[13.7, 12.9, 12.0, 11.4, 10.7, 10.2, 9.73]","[175, 175, 175, 175, 175, 175, 175]","[44924, 44925, 44926, 44927, 50943, 50944, 50945]","[303.45, 313.15, 323.15, 333.15, 313.15, 323.15, 333.18]","[10.08, 9.69, 9.48, 9.18, 9.55, 9.34, 9.06]",,,,,,,,,,,,,,,,,,,,
"[9, 9, 9, 9, 9, 9, 9, 26, 26, 26, 26, 26, 26, 26]","[3395, 3396, 3397, 3398, 3399, 3400, 3401, 4305, 4306, 4307, 4308, 4309, 4310, 4311]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 303.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[3.06, 3.08, 3.11, 3.13, 3.15, 3.16, 3.18, 3.659, 3.668, 3.676, 3.704, 3.711, 3.758, 3.784]","[9, 9, 9, 9, 9, 9, 9]","[3395, 3396, 3397, 3398, 3399, 3400, 3401]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[3.06, 3.08, 3.11, 3.13, 3.15, 3.16, 3.18]","[26, 26, 26, 26, 26, 26, 26]","[4305, 4306, 4307, 4308, 4309, 4310, 4311]","[303.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[3.659, 3.668, 3.676, 3.704, 3.711, 3.758, 3.784]",,,,,,,,,,,,,,,,,,,,
"[148, 148, 148, 148, 148, 178, 178, 178, 178, 207, 207, 207, 210, 210]","[39495, 39496, 39497, 39498, 39499, 45508, 45509, 45510, 45511, 51954, 51955, 51956, 52514, 52515]","[303.15, 313.15, 323.15, 333.15, 343.15, 303.35, 312.55, 322.55, 332.55, 313.1, 333.1, 353.1, 298.0, 323.0]","[48.7, 45.6, 42.4, 39.8, 37.3, 98.3, 82.7, 64.2, 57.1, 45.7, 40.5, 35.5, 43.7, 35.5]","[178, 178, 178, 178]","[45508, 45509, 45510, 45511]","[303.35, 312.55, 322.55, 332.55]","[98.3, 82.7, 64.2, 57.1]","[148, 148, 148, 148, 148]","[39495, 39496, 39497, 39498, 39499]","[303.15, 313.15, 323.15, 333.15, 343.15]","[48.7, 45.6, 42.4, 39.8, 37.3]","[207, 207, 207]","[51954, 51955, 51956]","[313.1, 333.1, 353.1]","[45.7, 40.5, 35.5]",,,,,,,,,,,,,"[210, 210]","[52514, 52515]","[298.0, 323.0]","[43.7, 35.5]"
"[104, 104, 104, 104, 104, 104, 129, 129, 129, 129, 129, 129, 129, 129]","[30370, 30371, 30372, 30373, 30374, 30375, 42040, 42041, 42042, 42043, 42044, 42045, 42046, 42047]","[302.8, 313.3, 323.1, 333.0, 342.9, 353.0, 303.15, 313.15, 323.15, 333.15, 303.15, 313.15, 323.15, 333.15]","[14.0, 10.8, 8.6, 6.9, 5.5, 4.4, 34.0, 32.0, 30.0, 28.0, 34.0, 31.0, 29.0, 28.0]","[104, 104, 104, 104, 104, 104]","[30370, 30371, 30372, 30373, 30374, 30375]","[302.8, 313.3, 323.1, 333.0, 342.9, 353.0]","[14.0, 10.8, 8.6, 6.9, 5.5, 4.4]","[129, 129, 129, 129, 129, 129, 129, 129]","[42040, 42041, 42042, 42043, 42044, 42045, 42046, 42047]","[303.15, 313.15, 323.15, 333.15, 303.15, 313.15, 323.15, 333.15]","[34.0, 32.0, 30.0, 28.0, 34.0, 31.0, 29.0, 28.0]",,,,,,,,,,,,,,,,,,,,
"[96, 96, 96, 96, 96, 96, 165, 165, 165, 165, 168, 168, 168, 168]","[27124, 27125, 27126, 27127, 27128, 27129, 41920, 41921, 41922, 41923, 43364, 43365, 43366, 43367]","[333.15, 343.15, 353.15, 363.15, 373.15, 383.15, 313.15, 323.15, 333.15, 343.15, 303.15, 308.15, 313.15, 318.15]","[0.474, 0.474, 0.471, 0.466, 0.46, 0.454, 0.42, 0.45, 0.49, 0.52, 0.44, 0.47, 0.48, 0.49]","[96, 96, 96, 96, 96, 96]","[27124, 27125, 27126, 27127, 27128, 27129]","[333.15, 343.15, 353.15, 363.15, 373.15, 383.15]","[0.474, 0.474, 0.471, 0.466, 0.46, 0.454]","[165, 165, 165, 165]","[41920, 41921, 41922, 41923]","[313.15, 323.15, 333.15, 343.15]","[0.42, 0.45, 0.49, 0.52]","[168, 168, 168, 168]","[43364, 43365, 43366, 43367]","[303.15, 308.15, 313.15, 318.15]","[0.44, 0.47, 0.48, 0.49]",,,,,,,,,,,,,,,,
"[48, 48, 48, 48, 48, 48, 117, 117, 117, 117, 117, 196, 196, 196]","[8260, 8261, 8262, 8263, 8264, 8265, 32555, 32556, 32557, 32558, 32559, 48909, 48910, 48911]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 318.15, 323.15, 333.15, 343.15, 353.15, 312.55, 322.45, 332.45]","[4.43, 4.4, 4.37, 4.34, 4.33, 4.3, 4.51, 4.5, 4.48, 4.48, 4.46, 4.306, 4.271, 4.235]","[48, 48, 48, 48, 48, 48]","[8260, 8261, 8262, 8263, 8264, 8265]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[4.43, 4.4, 4.37, 4.34, 4.33, 4.3]","[196, 196, 196]","[48909, 48910, 48911]","[312.55, 322.45, 332.45]","[4.306, 4.271, 4.235]","[117, 117, 117, 117, 117]","[32555, 32556, 32557, 32558, 32559]","[318.15, 323.15, 333.15, 343.15, 353.15]","[4.51, 4.5, 4.48, 4.48, 4.46]",,,,,,,,,,,,,,,,
"[48, 48, 48, 48, 48, 48, 117, 117, 117, 117, 117, 196, 196, 196]","[8272, 8273, 8274, 8275, 8276, 8277, 32545, 32546, 32547, 32548, 32549, 48918, 48919, 48920]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 318.15, 323.15, 333.15, 343.15, 353.15, 312.55, 322.45, 332.45]","[18.1, 17.5, 17.1, 16.5, 16.1, 15.6, 19.1, 18.8, 18.3, 17.8, 17.3, 23.7, 16.8, 16.5]","[48, 48, 48, 48, 48, 48]","[8272, 8273, 8274, 8275, 8276, 8277]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[18.1, 17.5, 17.1, 16.5, 16.1, 15.6]","[196, 196, 196]","[48918, 48919, 48920]","[312.55, 322.45, 332.45]","[23.7, 16.8, 16.5]","[117, 117, 117, 117, 117]","[32545, 32546, 32547, 32548, 32549]","[318.15, 323.15, 333.15, 343.15, 353.15]","[19.1, 18.8, 18.3, 17.8, 17.3]",,,,,,,,,,,,,,,,
"[48, 48, 48, 48, 48, 48, 117, 117, 117, 117, 117, 196, 196, 196]","[8266, 8267, 8268, 8269, 8270, 8271, 32550, 32551, 32552, 32553, 32554, 48915, 48916, 48917]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 318.15, 323.15, 333.15, 343.15, 353.15, 312.55, 322.45, 332.45]","[9.13, 9.03, 8.88, 8.77, 8.65, 8.53, 9.41, 9.37, 9.23, 9.12, 9.0, 13.109, 8.735, 8.569]","[48, 48, 48, 48, 48, 48]","[8266, 8267, 8268, 8269, 8270, 8271]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[9.13, 9.03, 8.88, 8.77, 8.65, 8.53]","[196, 196, 196]","[48915, 48916, 48917]","[312.55, 322.45, 332.45]","[13.109, 8.735, 8.569]","[117, 117, 117, 117, 117]","[32550, 32551, 32552, 32553, 32554]","[318.15, 323.15, 333.15, 343.15, 353.15]","[9.41, 9.37, 9.23, 9.12, 9.0]",,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 134, 134, 134, 134, 181, 181, 181, 181, 215, 199]","[40972, 40973, 40974, 40975, 43296, 43297, 43298, 43299, 46132, 46133, 46134, 46135, 52720, 52814]","[313.0, 323.0, 333.0, 343.0, 293.15, 303.15, 313.15, 323.15, 313.8, 323.2, 333.6, 344.0, 353.15, 313.15]","[1.931, 1.768, 1.581, 1.484, 2.45, 2.2, 1.96, 1.79, 1.931, 1.768, 1.581, 1.447, 1.42, 2.05]","[161, 161, 161, 161]","[40972, 40973, 40974, 40975]","[313.0, 323.0, 333.0, 343.0]","[1.931, 1.768, 1.581, 1.484]","[134, 134, 134, 134]","[43296, 43297, 43298, 43299]","[293.15, 303.15, 313.15, 323.15]","[2.45, 2.2, 1.96, 1.79]","[181, 181, 181, 181]","[46132, 46133, 46134, 46135]","[313.8, 323.2, 333.6, 344.0]","[1.931, 1.768, 1.581, 1.447]",,,,,,,,,,,,,"[199, 215]","[52814, 52720]","[313.15, 353.15]","[2.05, 1.42]"
"[169, 169, 169, 169, 180, 180, 180, 180, 186, 186, 186, 204, 204, 204]","[43468, 43469, 43470, 43471, 45892, 45893, 45894, 45895, 47586, 47587, 47588, 51171, 51172, 51173]","[303.15, 308.15, 313.15, 318.15, 313.15, 333.15, 353.15, 373.15, 308.15, 318.15, 328.15, 302.45, 322.35, 342.45]","[1.09, 1.1, 1.13, 1.17, 1.096, 1.111, 1.124, 1.13, 0.766, 0.751, 0.742, 1.09, 1.04, 1.01]","[169, 169, 169, 169]","[43468, 43469, 43470, 43471]","[303.15, 308.15, 313.15, 318.15]","[1.09, 1.1, 1.13, 1.17]","[186, 186, 186]","[47586, 47587, 47588]","[308.15, 318.15, 328.15]","[0.766, 0.751, 0.742]","[204, 204, 204]","[51171, 51172, 51173]","[302.45, 322.35, 342.45]","[1.09, 1.04, 1.01]","[180, 180, 180, 180]","[45892, 45893, 45894, 45895]","[313.15, 333.15, 353.15, 373.15]","[1.096, 1.111, 1.124, 1.13]",,,,,,,,,,,,
"[149, 149, 149, 149, 149, 178, 178, 178, 178, 189, 189, 189, 210, 210]","[39550, 39551, 39552, 39553, 39554, 45452, 45453, 45454, 45455, 48051, 48052, 48053, 52524, 52525]","[303.15, 313.15, 323.15, 333.15, 343.15, 303.35, 312.55, 322.55, 332.55, 303.0, 323.0, 343.0, 298.0, 323.0]","[0.813, 0.716, 0.646, 0.596, 0.529, 1.22, 1.22, 1.22, 1.18, 1.32, 1.21, 1.07, 0.8, 0.7]","[178, 178, 178, 178]","[45452, 45453, 45454, 45455]","[303.35, 312.55, 322.55, 332.55]","[1.22, 1.22, 1.22, 1.18]","[149, 149, 149, 149, 149]","[39550, 39551, 39552, 39553, 39554]","[303.15, 313.15, 323.15, 333.15, 343.15]","[0.813, 0.716, 0.646, 0.596, 0.529]","[189, 189, 189]","[48051, 48052, 48053]","[303.0, 323.0, 343.0]","[1.32, 1.21, 1.07]",,,,,,,,,,,,,"[210, 210]","[52524, 52525]","[298.0, 323.0]","[0.8, 0.7]"
"[9, 9, 9, 9, 9, 9, 9, 25, 25, 25, 25, 25, 25]","[3346, 3347, 3348, 3349, 3350, 3351, 3352, 14242, 14243, 14244, 14245, 14246, 14247]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[1.66, 1.57, 1.49, 1.42, 1.35, 1.29, 1.23, 1.854, 1.776, 1.709, 1.57, 1.51, 1.453]","[9, 9, 9, 9, 9, 9, 9]","[3346, 3347, 3348, 3349, 3350, 3351, 3352]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[1.66, 1.57, 1.49, 1.42, 1.35, 1.29, 1.23]","[25, 25, 25, 25, 25, 25]","[14242, 14243, 14244, 14245, 14246, 14247]","[313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[1.854, 1.776, 1.709, 1.57, 1.51, 1.453]",,,,,,,,,,,,,,,,,,,,
"[114, 114, 114, 114, 178, 178, 178, 178, 189, 189, 189, 210, 210]","[40120, 40121, 40122, 40123, 45540, 45541, 45542, 45543, 48057, 48058, 48059, 52516, 52517]","[323.16, 333.15, 343.22, 353.14, 303.35, 312.55, 322.55, 332.55, 303.0, 323.0, 343.0, 298.0, 323.0]","[30.1, 27.8, 25.7, 23.9, 48.0, 39.3, 36.3, 38.8, 35.4, 32.2, 30.5, 25.8, 21.8]","[178, 178, 178, 178]","[45540, 45541, 45542, 45543]","[303.35, 312.55, 322.55, 332.55]","[48.0, 39.3, 36.3, 38.8]","[114, 114, 114, 114]","[40120, 40121, 40122, 40123]","[323.16, 333.15, 343.22, 353.14]","[30.1, 27.8, 25.7, 23.9]","[189, 189, 189]","[48057, 48058, 48059]","[303.0, 323.0, 343.0]","[35.4, 32.2, 30.5]",,,,,,,,,,,,,"[210, 210]","[52516, 52517]","[298.0, 323.0]","[25.8, 21.8]"
"[3, 3, 3, 3, 3, 166, 166, 166, 166, 166, 166, 166, 166]","[34830, 34831, 34832, 34833, 34834, 42456, 42457, 42458, 42459, 42460, 42461, 42462, 42463]","[301.85, 312.25, 322.85, 333.25, 343.75, 303.15, 313.15, 323.15, 333.15, 303.15, 313.15, 323.15, 333.15]","[3.41, 3.24, 3.08, 2.94, 2.83, 3.2, 3.15, 3.07, 3.01, 3.42, 3.28, 3.18, 3.14]","[3, 3, 3, 3, 3]","[34830, 34831, 34832, 34833, 34834]","[301.85, 312.25, 322.85, 333.25, 343.75]","[3.41, 3.24, 3.08, 2.94, 2.83]","[166, 166, 166, 166, 166, 166, 166, 166]","[42456, 42457, 42458, 42459, 42460, 42461, 42462, 42463]","[303.15, 313.15, 323.15, 333.15, 303.15, 313.15, 323.15, 333.15]","[3.2, 3.15, 3.07, 3.01, 3.42, 3.28, 3.18, 3.14]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 134, 134, 134, 134, 181, 181, 181, 181, 215]","[40996, 40997, 40998, 40999, 43276, 43277, 43278, 43279, 46156, 46157, 46158, 46159, 52725]","[313.0, 323.0, 333.0, 343.0, 293.15, 303.15, 313.15, 323.15, 313.8, 323.2, 333.6, 344.0, 353.15]","[0.399, 0.406, 0.412, 0.415, 0.403, 0.404, 0.41, 0.423, 0.399, 0.406, 0.412, 0.415, 0.438]","[161, 161, 161, 161]","[40996, 40997, 40998, 40999]","[313.0, 323.0, 333.0, 343.0]","[0.399, 0.406, 0.412, 0.415]","[181, 181, 181, 181]","[46156, 46157, 46158, 46159]","[313.8, 323.2, 333.6, 344.0]","[0.399, 0.406, 0.412, 0.415]","[134, 134, 134, 134]","[43276, 43277, 43278, 43279]","[293.15, 303.15, 313.15, 323.15]","[0.403, 0.404, 0.41, 0.423]",,,,,,,,,,,,,[215],[52725],[353.15],[0.438]
"[161, 161, 161, 161, 134, 134, 134, 134, 181, 181, 181, 181, 199]","[40920, 40921, 40922, 40923, 43268, 43269, 43270, 43271, 46056, 46057, 46058, 46059, 52799]","[313.0, 323.0, 333.0, 343.0, 293.15, 303.15, 313.15, 323.15, 313.8, 323.1, 333.6, 344.1, 313.15]","[1.199, 1.179, 1.189, 1.181, 1.18, 1.19, 1.2, 1.21, 1.177, 1.179, 1.179, 1.181, 1.19]","[161, 161, 161, 161]","[40920, 40921, 40922, 40923]","[313.0, 323.0, 333.0, 343.0]","[1.199, 1.179, 1.189, 1.181]","[181, 181, 181, 181]","[46056, 46057, 46058, 46059]","[313.8, 323.1, 333.6, 344.1]","[1.177, 1.179, 1.179, 1.181]","[134, 134, 134, 134]","[43268, 43269, 43270, 43271]","[293.15, 303.15, 313.15, 323.15]","[1.18, 1.19, 1.2, 1.21]",,,,,,,,,,,,,[199],[52799],[313.15],[1.19]
"[161, 161, 161, 161, 134, 134, 134, 134, 181, 181, 181, 181, 199]","[40924, 40925, 40926, 40927, 43272, 43273, 43274, 43275, 46060, 46061, 46062, 46063, 52800]","[313.0, 323.0, 333.0, 343.0, 293.15, 303.15, 313.15, 323.15, 313.8, 323.0, 333.3, 343.7, 313.15]","[1.735, 1.735, 1.762, 1.776, 1.82, 1.81, 1.81, 1.81, 1.735, 1.753, 1.762, 1.776, 1.79]","[161, 161, 161, 161]","[40924, 40925, 40926, 40927]","[313.0, 323.0, 333.0, 343.0]","[1.735, 1.735, 1.762, 1.776]","[181, 181, 181, 181]","[46060, 46061, 46062, 46063]","[313.8, 323.0, 333.3, 343.7]","[1.735, 1.753, 1.762, 1.776]","[134, 134, 134, 134]","[43272, 43273, 43274, 43275]","[293.15, 303.15, 313.15, 323.15]","[1.82, 1.81, 1.81, 1.81]",,,,,,,,,,,,,[199],[52800],[313.15],[1.79]
"[161, 161, 161, 161, 134, 134, 134, 134, 181, 181, 181, 181, 199]","[40952, 40953, 40954, 40955, 43292, 43293, 43294, 43295, 46096, 46097, 46098, 46099, 52813]","[313.0, 323.0, 333.0, 343.0, 293.15, 303.15, 313.15, 323.15, 313.8, 323.3, 333.8, 344.2, 313.15]","[2.088, 1.895, 1.737, 1.594, 2.63, 2.39, 2.19, 2.02, 2.088, 1.895, 1.737, 1.594, 2.34]","[161, 161, 161, 161]","[40952, 40953, 40954, 40955]","[313.0, 323.0, 333.0, 343.0]","[2.088, 1.895, 1.737, 1.594]","[181, 181, 181, 181]","[46096, 46097, 46098, 46099]","[313.8, 323.3, 333.8, 344.2]","[2.088, 1.895, 1.737, 1.594]","[134, 134, 134, 134]","[43292, 43293, 43294, 43295]","[293.15, 303.15, 313.15, 323.15]","[2.63, 2.39, 2.19, 2.02]",,,,,,,,,,,,,[199],[52813],[313.15],[2.34]
"[117, 117, 117, 117, 117, 48, 48, 48, 48, 48, 196, 196, 196]","[32575, 32576, 32577, 32578, 32579, 33175, 33176, 33177, 33178, 33179, 48900, 48901, 48902]","[318.15, 323.15, 333.15, 343.15, 353.15, 308.15, 318.15, 328.15, 338.15, 348.15, 312.55, 322.45, 332.45]","[123.0, 115.0, 103.0, 93.2, 84.3, 83.6, 73.9, 67.6, 59.6, 53.7, 96.8, 88.3, 76.3]","[48, 48, 48, 48, 48]","[33175, 33176, 33177, 33178, 33179]","[308.15, 318.15, 328.15, 338.15, 348.15]","[83.6, 73.9, 67.6, 59.6, 53.7]","[196, 196, 196]","[48900, 48901, 48902]","[312.55, 322.45, 332.45]","[96.8, 88.3, 76.3]","[117, 117, 117, 117, 117]","[32575, 32576, 32577, 32578, 32579]","[318.15, 323.15, 333.15, 343.15, 353.15]","[123.0, 115.0, 103.0, 93.2, 84.3]",,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 134, 134, 134, 134, 181, 181, 181, 181, 199]","[40956, 40957, 40958, 40959, 43288, 43289, 43290, 43291, 46092, 46093, 46094, 46095, 52812]","[313.0, 323.0, 333.0, 343.0, 293.15, 303.15, 313.15, 323.15, 313.8, 323.2, 333.6, 344.1, 313.15]","[1.525, 1.411, 1.29, 1.187, 2.14, 1.93, 1.77, 1.62, 1.525, 1.411, 1.29, 1.187, 1.76]","[161, 161, 161, 161]","[40956, 40957, 40958, 40959]","[313.0, 323.0, 333.0, 343.0]","[1.525, 1.411, 1.29, 1.187]","[181, 181, 181, 181]","[46092, 46093, 46094, 46095]","[313.8, 323.2, 333.6, 344.1]","[1.525, 1.411, 1.29, 1.187]","[134, 134, 134, 134]","[43288, 43289, 43290, 43291]","[293.15, 303.15, 313.15, 323.15]","[2.14, 1.93, 1.77, 1.62]",,,,,,,,,,,,,[199],[52812],[313.15],[1.76]
"[3, 3, 3, 3, 3, 166, 166, 166, 166, 172, 172, 172, 172]","[34880, 34881, 34882, 34883, 34884, 42468, 42469, 42470, 42471, 43752, 43753, 43754, 43755]","[307.05, 312.35, 322.85, 333.35, 343.85, 303.15, 313.15, 323.15, 333.15, 303.15, 313.15, 323.15, 333.15]","[1.04, 1.04, 1.06, 1.06, 1.08, 1.01, 1.03, 1.05, 1.08, 0.85, 0.95, 1.05, 1.14]","[3, 3, 3, 3, 3]","[34880, 34881, 34882, 34883, 34884]","[307.05, 312.35, 322.85, 333.35, 343.85]","[1.04, 1.04, 1.06, 1.06, 1.08]","[172, 172, 172, 172]","[43752, 43753, 43754, 43755]","[303.15, 313.15, 323.15, 333.15]","[0.85, 0.95, 1.05, 1.14]","[166, 166, 166, 166]","[42468, 42469, 42470, 42471]","[303.15, 313.15, 323.15, 333.15]","[1.01, 1.03, 1.05, 1.08]",,,,,,,,,,,,,,,,
